dance_ID;colony_ID;"colony_location_
x_coordinate";"colony_location_
y_coordinate";observation_start_date;observation_start_daytime;dance_date;dance_daytime;"number_of_
circuits";dance_duration;"mean_
circuit_duration";flight_distance;dance_angle;solar_azimuth_angle;flight_angle;"offset_
metres_N";"offset_
metres_E";"offset_
degrees_N";"offset_
degrees_E";"nest_site_
coordinates_N";"nest_site_
coordinates_E"
468;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:15;9;28.60;3.18;746.93;199.50;112.00;311.50;494.90;-559.44;0.00446;-0.00802;51.07021;10.41497
469;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:17;9;18.60;2.07;222.68;188.80;112.50;301.30;115.70;-190.26;0.00104;-0.00273;51.06679;10.42026
471;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:22;9;20.00;2.22;286.14;282.40;113.79;36.19;230.94;168.95;0.00208;0.00242;51.06783;10.42541
472;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:26;9;16.80;1.87;144.76;201.20;114.84;316.04;104.19;-100.49;0.00094;-0.00144;51.06669;10.42155
476;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:30;8;16.30;2.04;211.07;259.10;115.90;15.00;203.87;54.62;0.00184;0.00078;51.06759;10.42377
477;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:33;9;22.70;2.52;416.49;223.90;116.71;340.61;392.85;-138.30;0.00354;-0.00198;51.06929;10.42101
480;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:41;6;28.20;4.70;2023.33;229.00;118.91;347.91;1978.45;-423.76;0.01782;-0.00607;51.08357;10.41692
481;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:42;5;22.30;4.46;1725.04;303.60;119.19;62.79;788.75;1534.16;0.00711;0.02199;51.07286;10.44498
489;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:50;9;21.20;2.36;342.71;127.70;121.48;249.18;-121.81;-320.33;-0.00110;-0.00459;51.06465;10.41840
490;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;10:50;8;20.80;2.60;452.17;256.10;121.48;17.58;431.05;136.57;0.00388;0.00196;51.06963;10.42495
498;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:01;8;18.20;2.28;308.28;210.60;124.76;335.36;280.21;-128.53;0.00252;-0.00184;51.06827;10.42115
499;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:01;9;19.00;2.11;240.54;272.80;124.76;37.56;190.68;146.63;0.00172;0.00210;51.06747;10.42509
502;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:11;6;15.60;2.60;452.17;196.30;127.89;324.19;366.67;-264.59;0.00330;-0.00379;51.06905;10.41920
503;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:11;10;17.00;1.70;82.72;179.00;127.89;306.89;49.65;-66.16;0.00045;-0.00095;51.06620;10.42204
506;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:21;7;19.30;2.76;526.89;191.30;131.16;322.46;417.77;-321.07;0.00376;-0.00460;51.06951;10.41839
507;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:21;5;21.20;4.24;1503.86;279.40;131.16;50.56;955.44;1161.35;0.00861;0.01665;51.07436;10.43964
2036;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:42;6;18.20;3.03;667.76;272.00;138.54;50.54;424.43;515.52;0.00382;0.00739;51.06957;10.43038
2037;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:42;7;21.40;3.06;680.53;205.20;138.54;343.74;653.30;-190.60;0.00589;-0.00273;51.07164;10.42026
2038;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:50;6;15.20;2.53;421.53;198.60;141.54;340.14;396.46;-143.22;0.00357;-0.00205;51.06932;10.42094
2039;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;11:49;3;8.10;2.70;499.30;204.80;141.16;345.96;484.38;-121.15;0.00436;-0.00174;51.07011;10.42125
2040;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:00;5;16.50;3.30;817.26;193.60;145.44;339.04;763.20;-292.29;0.00688;-0.00419;51.07263;10.41880
2041;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:00;6;15.60;2.60;452.17;202.00;145.44;347.44;441.35;-98.30;0.00398;-0.00141;51.06973;10.42158
2042;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:11;6;20.10;3.35;846.99;190.80;149.93;340.73;799.56;-279.46;0.00720;-0.00401;51.07295;10.41898
2043;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:13;6;16.80;2.80;547.92;267.20;150.77;57.97;290.58;464.53;0.00262;0.00666;51.06837;10.42965
2044;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:19;5;16.00;3.20;759.48;181.30;153.32;334.62;686.20;-325.47;0.00618;-0.00467;51.07193;10.41832
2045;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:19;4;23.00;5.75;3328.32;204.80;153.32;358.12;3326.54;-108.93;0.02997;-0.00156;51.09572;10.42143
2046;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:26;4;18.90;4.73;2054.40;197.00;156.37;353.37;2040.67;-237.12;0.01838;-0.00340;51.08413;10.41959
2047;H_NP_1;51.06575;10.42299;02.06.2020;08:41;02.06.2020;12:28;6;15.00;2.50;406.44;177.00;157.26;334.26;366.10;-176.54;0.00330;-0.00253;51.06905;10.42046
652;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;10:18;5;26.30;5.26;2719.33;262.30;111.30;13.60;2643.08;639.43;0.02381;0.00917;51.12520;10.47548
653;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;10:31;11;19.40;1.76;106.11;221.90;114.62;336.52;97.33;-42.28;0.00088;-0.00061;51.10227;10.46570
654;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;10:32;12;16.00;1.33;0.00;351.20;114.88;106.08;0.00;0.00;0.00000;0.00000;51.10139;10.46631
655;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;10:41;12;15.20;1.27;0.00;337.80;117.29;95.09;0.00;0.00;0.00000;0.00000;51.10139;10.46631
656;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;10:43;9;41.80;4.64;1954.28;261.00;117.84;18.84;1849.61;631.00;0.01666;0.00905;51.11805;10.47536
657;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;10:45;13;16.30;1.25;0.00;79.90;118.39;198.29;0.00;0.00;0.00000;0.00000;51.10139;10.46631
658;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;10:58;10;20.30;2.03;208.09;237.60;122.08;359.68;208.09;-1.15;0.00187;-0.00002;51.10326;10.46629
659;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;11:18;6;24.40;4.07;1351.95;234.10;128.19;2.29;1350.87;54.03;0.01217;0.00078;51.11356;10.46709
660;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;11:20;12;18.40;1.53;23.09;353.10;128.83;121.93;-12.21;19.60;-0.00011;0.00028;51.10128;10.46659
661;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;12:08;9;14.20;1.58;38.77;209.80;146.08;355.88;38.67;-2.79;0.00035;-0.00004;51.10174;10.46627
662;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;12:16;8;15.90;1.99;191.36;315.60;149.31;104.91;-49.25;184.91;-0.00044;0.00265;51.10095;10.46896
663;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;12:22;4;40.10;10.03;8641.53;186.60;151.81;338.41;8035.17;-3179.95;0.07239;-0.04562;51.17378;10.42069
664;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;12:30;4;41.10;10.28;8952.24;182.00;155.22;337.22;8254.05;-3466.01;0.07436;-0.04973;51.17575;10.41658
665;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;12:40;10;16.70;1.67;71.82;310.90;159.62;110.52;-25.17;67.26;-0.00023;0.00096;51.10116;10.46727
666;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;12:45;4;50.10;12.53;11748.66;181.50;161.86;343.36;11256.87;-3363.60;0.10141;-0.04826;51.20280;10.41805
667;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;13:00;10;16.90;1.69;79.08;308.90;168.77;117.67;-36.72;70.04;-0.00033;0.00100;51.10106;10.46731
668;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;13:00;10;15.50;1.55;28.95;264.20;168.77;72.97;8.48;27.68;0.00008;0.00040;51.10147;10.46671
678;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:13;6;22.20;3.70;1072.98;179.10;202.83;21.93;995.33;400.76;0.00897;0.00575;51.11036;10.47206
679;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:19;7;28.00;4.00;1297.31;140.70;205.44;346.14;1259.53;-310.81;0.01135;-0.00446;51.11274;10.46185
680;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:22;11;18.60;1.69;79.41;129.10;206.72;335.82;72.44;-32.52;0.00065;-0.00047;51.10204;10.46584
681;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:24;6;26.60;4.43;1693.19;168.80;207.57;16.37;1624.55;477.21;0.01464;0.00685;51.11603;10.47316
682;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:35;10;18.60;1.86;142.23;143.60;212.12;355.72;141.83;-10.60;0.00128;-0.00015;51.10267;10.46616
683;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:37;11;17.20;1.56;33.76;189.40;212.93;42.33;24.96;22.74;0.00022;0.00033;51.10161;10.46664
684;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:41;10;15.80;1.58;39.56;122.40;214.53;336.93;36.39;-15.50;0.00033;-0.00022;51.10172;10.46609
685;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:42;5;18.60;3.72;1086.96;99.60;214.92;314.52;762.14;-774.99;0.00687;-0.01112;51.10826;10.45519
686;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:52;14;21.70;1.55;28.95;24.70;218.78;243.48;-12.93;-25.91;-0.00012;-0.00037;51.10127;10.46594
687;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;14:52;13;21.00;1.62;52.16;237.80;218.78;96.58;-5.97;51.82;-0.00005;0.00074;51.10134;10.46705
697;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:01;6;38.40;6.40;4136.18;65.80;241.18;306.98;2488.11;-3304.14;0.02242;-0.04740;51.12381;10.41891
698;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:03;11;21.10;1.92;164.45;227.90;241.73;109.63;-55.26;154.89;-0.00050;0.00222;51.10089;10.46853
699;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:11;6;29.00;4.83;2189.04;106.60;243.91;350.51;2159.06;-361.03;0.01945;-0.00518;51.12084;10.46113
700;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:13;13;18.10;1.39;0.00;12.90;244.44;257.34;0.00;0.00;0.00000;0.00000;51.10139;10.46631
701;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:21;14;17.40;1.24;0.00;81.20;246.53;327.73;0.00;0.00;0.00000;0.00000;51.10139;10.46631
702;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:28;6;28.20;4.70;2023.33;63.50;248.30;311.80;1348.74;-1508.23;0.01215;-0.02164;51.11354;10.44467
703;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:30;15;19.40;1.29;0.00;30.20;248.80;279.00;0.00;0.00;0.00000;0.00000;51.10139;10.46631
704;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:33;12;19.70;1.64;61.59;200.40;249.55;89.95;0.06;61.59;0.00000;0.00088;51.10139;10.46719
705;H_NP_11;51.10139;10.46631;10.07.2020;08:34;10.07.2020;16:41;14;19.40;1.39;0.00;37.90;251.49;289.39;0.00;0.00;0.00000;0.00000;51.10139;10.46631
706;H_NP_11;51.10139;10.46631;10.07.2020;08:34;11.07.2020;15:30;8;17.80;2.23;287.30;179.60;231.80;51.40;179.24;224.53;0.00161;0.00322;51.10300;10.46953
707;H_NP_11;51.10139;10.46631;10.07.2020;08:34;11.07.2020;15:41;11;17.30;1.57;36.98;126.70;235.22;1.92;36.96;1.24;0.00033;0.00002;51.10172;10.46633
708;H_NP_11;51.10139;10.46631;10.07.2020;08:34;11.07.2020;15:47;8;17.40;2.18;266.60;195.00;237.01;72.01;82.34;253.56;0.00074;0.00364;51.10213;10.46995
709;H_NP_11;51.10139;10.46631;10.07.2020;08:34;11.07.2020;16:15;14;19.80;1.41;0.00;187.50;244.81;72.31;0.00;0.00;0.00000;0.00000;51.10139;10.46631
710;H_NP_11;51.10139;10.46631;10.07.2020;08:34;11.07.2020;16:23;12;21.80;1.82;125.88;342.20;246.88;229.08;-82.45;-95.13;-0.00074;-0.00136;51.10065;10.46495
711;H_NP_11;51.10139;10.46631;10.07.2020;08:34;11.07.2020;16:36;6;29.10;4.85;2209.76;95.80;250.13;345.93;2143.45;-537.26;0.01931;-0.00771;51.12070;10.45860
712;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:01;9;18.00;2.00;196.26;356.70;107.37;104.07;-47.71;190.37;-0.00043;0.00273;51.10096;10.46904
713;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:03;6;13.20;2.20;276.91;170.40;107.84;278.24;39.70;-274.05;0.00036;-0.00393;51.10175;10.46238
714;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:10;11;19.80;1.80;119.64;68.10;109.52;177.62;-119.54;4.97;-0.00108;0.00007;51.10031;10.46638
715;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:16;15;21.50;1.43;0.00;4.90;110.99;115.89;0.00;0.00;0.00000;0.00000;51.10139;10.46631
716;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:22;14;27.60;1.97;185.08;262.60;112.49;15.09;178.70;48.19;0.00161;0.00069;51.10300;10.46700
717;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:25;6;44.50;7.42;5399.75;217.00;113.26;330.26;4688.36;-2678.90;0.04224;-0.03843;51.14363;10.42788
718;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:31;4;42.80;10.70;9480.45;227.80;114.81;342.61;9047.07;-2833.64;0.08151;-0.04065;51.18290;10.42566
719;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:33;5;63.70;12.74;12015.87;126.30;115.33;241.63;-5708.74;-10573.15;-0.05143;-0.15169;51.04996;10.31462
720;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:44;5;38.20;7.64;5677.32;197.50;118.30;315.80;4069.95;-3958.21;0.03667;-0.05679;51.13806;10.40952
721;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:44;11;22.80;2.07;225.10;107.50;118.30;225.80;-156.94;-161.37;-0.00141;-0.00232;51.09998;10.46399
722;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:51;4;23.20;5.80;3390.47;230.70;120.25;350.95;3348.28;-533.17;0.03016;-0.00765;51.13155;10.45866
723;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;10:53;6;17.90;2.98;641.28;194.60;120.82;315.42;456.78;-450.11;0.00412;-0.00646;51.10551;10.45985
724;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:00;5;34.20;6.84;4683.04;207.20;143.06;350.26;4615.55;-792.17;0.04158;-0.01137;51.14297;10.45494
725;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:05;4;36.00;9.00;7367.60;184.00;145.00;329.00;6315.13;-3794.82;0.05689;-0.05444;51.15828;10.41187
726;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:15;5;31.00;6.20;3887.61;170.80;148.99;319.79;2968.99;-2509.70;0.02675;-0.03601;51.12814;10.43030
727;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:15;3;25.80;8.60;6870.46;185.60;148.99;334.59;6205.92;-2947.84;0.05591;-0.04229;51.15730;10.42402
728;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:28;3;18.60;6.20;3887.61;158.40;154.42;312.82;2642.28;-2851.64;0.02380;-0.04091;51.12519;10.42540
729;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:47;4;25.50;6.38;4105.11;183.10;162.78;345.88;3981.01;-1001.75;0.03586;-0.01437;51.13725;10.45194
730;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:50;5;30.40;6.08;3738.47;140.50;164.14;304.64;2124.77;-3075.95;0.01914;-0.04413;51.12053;10.42218
731;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;12:51;5;33.00;6.60;4384.75;181.80;164.59;346.39;4261.64;-1031.72;0.03839;-0.01480;51.13978;10.45151
2072;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:08;6;58.50;9.75;8299.74;130.60;200.38;330.98;7257.71;-4026.32;0.06538;-0.05776;51.16677;10.40855
2073;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:09;6;43.80;7.30;5254.75;135.50;200.82;336.32;4812.41;-2110.24;0.04336;-0.03028;51.14475;10.43603
2074;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:10;5;36.10;7.22;5155.32;124.10;201.26;325.36;4241.68;-2930.10;0.03821;-0.04204;51.13960;10.42427
2075;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:18;6;50.20;8.37;6580.46;87.60;204.75;292.35;2501.80;-6086.33;0.02254;-0.08732;51.12393;10.37899
2076;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:22;2;20.70;10.35;9045.45;113.60;206.45;320.05;6934.53;-5807.97;0.06247;-0.08333;51.16386;10.38298
2077;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:26;3;36.20;12.07;11179.02;124.70;208.14;332.84;9946.00;-5103.68;0.08960;-0.07322;51.19099;10.39309
2078;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:32;7;42.80;6.11;3781.08;100.40;210.62;311.02;2481.38;-2852.95;0.02235;-0.04093;51.12374;10.42538
2079;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:32;3;27.00;9.00;7367.60;112.60;210.62;323.22;5900.66;-4411.77;0.05316;-0.06329;51.15455;10.40302
2080;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:41;4;25.80;6.45;4198.32;98.20;214.23;312.43;2832.50;-3098.85;0.02552;-0.04446;51.12691;10.42185
2081;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:44;4;31.50;7.88;5969.39;114.00;215.40;329.40;5138.34;-3038.27;0.04629;-0.04359;51.14768;10.42272
2082;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:51;3;16.00;5.33;2810.47;79.30;218.09;297.39;1292.98;-2495.38;0.01165;-0.03580;51.11304;10.43051
2083;H_NP_11;51.10139;10.46631;10.07.2020;08:34;12.07.2020;14:54;4;28.30;7.08;4975.11;96.90;219.22;316.12;3585.89;-3448.63;0.03231;-0.04948;51.13370;10.41683
732;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:19;6;10.50;1.75;101.07;25.00;128.45;153.45;-90.41;45.18;-0.00081;0.00065;51.08709;10.42865
733;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:22;12;16.70;1.39;0.00;32.70;129.41;162.11;0.00;0.00;0.00000;0.00000;51.08790;10.42800
734;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:23;8;14.00;1.75;101.07;15.40;129.74;145.14;-82.93;57.77;-0.00075;0.00083;51.08715;10.42883
735;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:39;10;18.60;1.86;142.23;8.40;135.15;143.55;-114.41;84.50;-0.00103;0.00121;51.08687;10.42921
736;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:48;8;13.40;1.68;73.63;8.20;138.37;146.57;-61.45;40.56;-0.00055;0.00058;51.08735;10.42858
737;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:49;4;23.80;5.95;3576.90;296.90;138.74;75.64;887.24;3465.11;0.00799;0.04970;51.09589;10.47770
738;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:52;10;18.90;1.89;153.65;28.00;139.85;167.85;-150.20;32.35;-0.00135;0.00046;51.08655;10.42846
739;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;11:58;10;16.20;1.62;53.81;15.90;142.11;158.01;-49.89;20.15;-0.00045;0.00029;51.08745;10.42829
740;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:05;10;16.00;1.60;46.67;9.70;144.82;154.52;-42.13;20.08;-0.00038;0.00029;51.08752;10.42829
741;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:13;10;17.40;1.74;97.38;;148.01;148.01;-82.60;51.59;-0.00074;0.00074;51.08716;10.42874
742;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:16;5;24.00;4.80;2147.61;280.70;149.24;69.94;736.66;2017.32;0.00664;0.02893;51.09454;10.45693
743;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:16;12;21.40;1.78;113.43;8.40;149.24;157.64;-104.90;43.15;-0.00095;0.00062;51.08695;10.42862
744;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:22;10;17.00;1.70;82.72;8.10;151.73;159.83;-77.65;28.52;-0.00070;0.00041;51.08720;10.42841
745;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:22;12;18.00;1.50;11.44;7.50;151.73;159.23;-10.70;4.06;-0.00010;0.00006;51.08780;10.42806
746;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:31;10;13.00;1.30;0.00;341.00;155.58;136.58;0.00;0.00;0.00000;0.00000;51.08790;10.42800
747;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:34;10;22.80;2.28;310.40;3.10;156.89;159.99;-291.66;106.23;-0.00263;0.00152;51.08527;10.42952
748;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:40;8;11.00;1.38;0.00;3.10;159.54;162.64;0.00;0.00;0.00000;0.00000;51.08790;10.42800
749;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:42;11;26.00;2.36;346.21;13.00;160.44;173.44;-343.94;39.58;-0.00310;0.00057;51.08480;10.42857
750;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:51;9;13.80;1.53;23.09;17.50;164.52;182.02;-23.08;-0.81;-0.00021;-0.00001;51.08769;10.42799
751;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;12:52;14;23.20;1.66;67.17;338.60;164.98;143.58;-54.05;39.88;-0.00049;0.00057;51.08741;10.42857
764;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;14:13;8;17.50;2.19;271.75;179.30;202.77;22.07;251.83;102.12;0.00227;0.00146;51.09017;10.42946
765;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;14:47;6;25.60;4.27;1528.63;218.30;216.82;75.12;392.48;1477.39;0.00354;0.02119;51.09144;10.44919
766;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;15:59;5;25.00;5.00;2396.18;209.50;240.59;90.09;-3.86;2396.18;-0.00003;0.03437;51.08787;10.46237
767;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;16:01;6;24.20;4.03;1324.39;117.30;241.15;358.45;1323.91;-35.80;0.01193;-0.00051;51.09983;10.42749
768;H_NP_12;51.08790;10.42800;10.07.2020;09:18;10.07.2020;16:18;8;17.70;2.21;282.10;110.90;245.72;356.62;281.61;-16.61;0.00254;-0.00024;51.09044;10.42776
769;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:22;6;20.40;3.40;877.31;2.80;86.60;89.40;9.18;877.26;0.00008;0.01258;51.08798;10.44058
770;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:24;8;33.60;4.20;1467.45;265.50;86.98;352.48;1454.83;-192.02;0.01311;-0.00275;51.10101;10.42525
771;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:31;6;20.60;3.43;897.86;241.30;88.32;329.62;774.58;-454.06;0.00698;-0.00651;51.09488;10.42149
772;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:31;6;20.00;3.33;837.02;245.10;88.32;333.42;748.56;-374.51;0.00674;-0.00537;51.09464;10.42263
773;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:41;6;22.70;3.78;1132.08;192.80;90.26;283.06;255.75;-1102.81;0.00230;-0.01582;51.09020;10.41218
774;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:43;6;23.80;3.97;1270.70;246.10;90.65;336.75;1167.48;-501.66;0.01052;-0.00720;51.09842;10.42080
775;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:52;5;24.50;4.90;2271.90;2.00;92.42;94.42;-175.09;2265.14;-0.00158;0.03249;51.08632;10.46049
776;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;08:52;8;24.80;3.10;703.79;248.10;92.42;340.52;663.50;-234.70;0.00598;-0.00337;51.09388;10.42463
777;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;09:02;4;19.30;4.83;2178.68;1.10;94.42;95.52;-209.69;2168.57;-0.00189;0.03110;51.08601;10.45910
778;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;09:04;5;20.00;4.00;1297.31;244.60;94.83;339.43;1214.59;-455.85;0.01094;-0.00654;51.09884;10.42146
779;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;09:17;6;23.00;3.83;1168.66;246.30;97.50;343.80;1122.27;-325.98;0.01011;-0.00468;51.09801;10.42332
780;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;09:25;6;18.40;3.07;685.67;234.10;99.19;333.29;612.49;-308.21;0.00552;-0.00442;51.09342;10.42358
781;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;09:34;6;23.10;3.85;1181.05;242.80;101.12;343.92;1134.86;-327.06;0.01022;-0.00469;51.09812;10.42331
782;H_NP_12;51.08790;10.42800;10.07.2020;09:18;11.07.2020;09:46;5;25.50;5.10;2520.47;236.70;103.78;340.48;2375.55;-842.34;0.02140;-0.01208;51.10930;10.41592
